,Time (Seconds),Voltage (V),Current (A),Repeat,Run,Channel,Step,Loop Count,File Name,File Path,Exp Type,OCV,Exp Title,Exp Name,Exp Start Time,Capacity (Ah),Energy (Wh),raw dQ/dV (Ah/V),dQ/dV (Ah/V),Cumulative Capacity (Ah),Current Density (A/m^2),Overpotential (V),SOC (%)
10244,10823.6,0.1204876,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10245,10823.9,0.120575,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10246,10824.2,0.12066,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10247,10824.5,0.1207417,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10248,10824.8,0.1208225,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10249,10825.1,0.1209042,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10250,10825.4,0.1209808,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10251,10825.7,0.1210602,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10252,10826.0,0.1211365,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10253,10826.3,0.1212158,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10254,10826.6,0.1212887,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10255,10826.9,0.1213654,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10256,10827.2,0.1214363,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10257,10827.5,0.1215107,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10258,10827.8,0.1215881,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10259,10828.1,0.1216518,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10260,10828.4,0.1217178,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10261,10828.7,0.1217903,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10262,10829.0,0.1218567,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10263,10829.3,0.1219257,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10264,10829.6,0.1219894,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10265,10829.9,0.1220554,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10266,10830.2,0.1221241,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10267,10830.5,0.1221897,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10268,10830.8,0.1222534,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10269,10831.1,0.1223137,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10270,10831.4,0.1223721,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10271,10831.7,0.1224373,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10272,10832.0,0.1224976,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10273,10832.3,0.1225586,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10274,10832.6,0.1226181,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10275,10832.9,0.1226803,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10276,10833.2,0.1227352,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10277,10833.5,0.1227966,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10278,10833.8,0.1228531,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10279,10834.1,0.122913,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10280,10834.4,0.1229698,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10281,10834.7,0.1230236,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10282,10835.0,0.1230736,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10283,10835.3,0.1231297,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10284,10835.6,0.1231823,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10285,10835.9,0.1232395,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10286,10836.2,0.1232925,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10287,10836.5,0.1233467,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10288,10836.8,0.1233955,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10289,10837.1,0.1234493,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10290,10837.4,0.1235031,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10291,10837.7,0.1235538,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10292,10838.0,0.1236042,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10293,10838.3,0.1236576,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10294,10838.6,0.1237091,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10295,10838.9,0.123756,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10296,10839.2,0.1238045,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10297,10839.5,0.1238548,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10298,10839.8,0.1239025,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10299,10840.1,0.1239498,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,,0.0,,0.010900099999999996,25.050000000000004
10300,10840.4,0.1240009,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10301,10840.7,0.1240501,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10302,10841.0,0.1240974,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10303,10841.3,0.1241413,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10304,10841.6,0.1241909,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10305,10841.9,0.1242374,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10306,10842.2,0.1242844,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10307,10842.5,0.1243271,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10308,10842.8,0.1243729,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10309,10843.1,0.124419,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10310,10843.4,0.1244652,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10311,10843.7,0.1245075,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10312,10844.0,0.1245522,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10313,10844.3,0.1245937,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10314,10844.6,0.1246368,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10315,10844.9,0.1246815,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
10316,10845.2,0.1247246,0.0,16,01,MGPA-Li,Step05,No loop,MGP-A Half Cell ICI Test 2,C:\Users\solartronmobile.24M\24M Technologies\Lab Equipment Data - Solartron\Mat H\,0,0.13373,Open Circuit	[1 Min][default]	Step05[auto],Open Circuit,11/15/2024 12:20:18 PM,0.0,0.0,0.0,0.0,0.0,,0.010900099999999996,25.050000000000004
